source_table,purpose,insert_row_count,primary_key,indexes,declared_fks,logical_relationships,model_refs,controller_refs,service_helper_refs,report_refs,sensitive_fields,status_fields,duplicate_legacy_evidence,target_table,target_module,decision,legacy_id_mapping,validation_rule,migration_risk
invoices,Legacy records for invoices; business semantics beyond schema/source references are UNVERIFIED.,487,id,[],[],companier_id->companiers.id [INFERRED] | country_id->countries.id [INFERRED],src/app/Models/Invoice.php:10 | src/app/Models/InvoiceMoneyReceipt.php:10 | src/app/Models/TicketInvoiceMoneyReceipt.php:10,src/app/Http/Controllers/Admin/VoyagerAjaxController.php:94 | src/app/Http/Controllers/Admin/VoyagerInvoiceController.php:6 | src/app/Http/Controllers/Admin/VoyagerInvoiceMoneyReceiptController.php:5 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:816 | src/app/Http/Controllers/Admin/VoyagerReportController.php:859 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:9 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceMoneyReceiptController.php:5,UNVERIFIED: no canonical service/helper reference found,money-receipt-report: src/app/Http/Controllers/Admin/VoyagerReportController.php::moneyReceiptReport; src/resources/views/vendor/voyager/reports/print/money-receipt-report.blade.php,"owner_name,bank_account_name,bank_account_no,bank_name,bank_branch_name,bank_swift_no,bank_iban_no",status,None evidenced by name/schema alone.,finance.invoices,finance,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=487; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
labour_contracts,Legacy records for labour contracts; business semantics beyond schema/source references are UNVERIFIED.,1153,id,[],[],candidate_id->candidates.id [INFERRED],src/app/Models/LabourContract.php:8,UNVERIFIED: no canonical controller reference found,src/app/Helpers/CommonClass.php:15,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,document_file_path,status,None evidenced by name/schema alone.,candidate.labour_contracts,candidate,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=1153; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
language_list,Legacy records for language list; business semantics beyond schema/source references are UNVERIFIED.,1403,id,[],[],user_id->users.id [INFERRED],src/app/Models/LanguageList.php:8,src/app/Http/Controllers/PageController.php:14 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:15,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,language_name,language_status,None evidenced by name/schema alone.,operations.language_list,operations,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=1403; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
license_positions,Legacy records for license positions; business semantics beyond schema/source references are UNVERIFIED.,3952,id,[],[],license_id->licenses.id [INFERRED] | position_id->positions.id [INFERRED],src/app/Models/License.php:11 | src/app/Models/LicensePosition.php:8,src/app/Http/Controllers/Admin/VoyagerLicenseController.php:7,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,none identified by field-name heuristic,none,None evidenced by name/schema alone.,operations.license_positions,operations,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=3952; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,MEDIUM
licenses,Legacy records for licenses; business semantics beyond schema/source references are UNVERIFIED.,125,id,"[{""kind"":""UNIQUE"",""name"":""licenses_license_no_unique"",""columns"":[""license_no""]}]",[],companier_id->companiers.id [INFERRED],src/app/Models/License.php:8,UNVERIFIED: no canonical controller reference found,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,license_file_path,status,None evidenced by name/schema alone.,operations.licenses,operations,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=125; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
live_status,Legacy records for live status; business semantics beyond schema/source references are UNVERIFIED.,10,id,[],[],UNVERIFIED: no safe relationship inferred,src/app/Models/LiveStatus.php:8,UNVERIFIED: no canonical controller reference found,src/app/Helpers/CommonClass.php:16,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,name,status,None evidenced by name/schema alone.,operations.live_status,operations,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=10; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
manpower_trainings,Candidate manpower-processing training records.,352,id,[],[],candidate_id->candidates.id [INFERRED],src/app/Models/ManpowerTraining.php:8,UNVERIFIED: no canonical controller reference found,src/app/Helpers/CommonClass.php:17,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,"certificate_file_path,manpower_file_path,finger_print_file_path",status,Near-name collision but materially different columns/ownership; do not merge without business keys.,workflow.manpower_training_events,workflow,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=352; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
medicals,Legacy records for medicals; business semantics beyond schema/source references are UNVERIFIED.,384,id,[],[],candidate_id->candidates.id [INFERRED] | country_id->countries.id [INFERRED],src/app/Models/Medical.php:8,src/app/Http/Controllers/Admin/VoyagerAjaxController.php:271,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,document_file_path,status,None evidenced by name/schema alone.,candidate.medicals,candidate,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=384; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
menu_items,Legacy records for menu items; business semantics beyond schema/source references are UNVERIFIED.,62,id,"[{""kind"":""INDEX"",""name"":""menu_items_menu_id_foreign"",""columns"":[""menu_id""]}]","[{""name"":""menu_items_menu_id_foreign"",""columns"":[""menu_id""],""ref_table"":""menus"",""ref_columns"":[""id""],""actions"":""ON DELETE CASCADE""}]",menu_id->menus.id [CONFIRMED] | parent_id->menu_items.id [INFERRED],UNVERIFIED: no canonical model maps to this table by explicit $table or Laravel naming convention,UNVERIFIED: no canonical controller reference found,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,none identified by field-name heuristic,none,None evidenced by name/schema alone.,legacy_platform.menu_items,legacy_platform,IGNORE,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=62; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,MEDIUM
menus,Legacy records for menus; business semantics beyond schema/source references are UNVERIFIED.,2,id,"[{""kind"":""UNIQUE"",""name"":""menus_name_unique"",""columns"":[""name""]}]",[],UNVERIFIED: no safe relationship inferred,UNVERIFIED: no canonical model maps to this table by explicit $table or Laravel naming convention,UNVERIFIED: no canonical controller reference found,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,name,none,None evidenced by name/schema alone.,legacy_platform.menus,legacy_platform,IGNORE,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=2; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
migrations,Legacy records for migrations; business semantics beyond schema/source references are UNVERIFIED.,27,id,[],[],UNVERIFIED: no safe relationship inferred,UNVERIFIED: no canonical model maps to this table by explicit $table or Laravel naming convention,UNVERIFIED: no canonical controller reference found,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,none identified by field-name heuristic,none,None evidenced by name/schema alone.,legacy_platform.migrations,legacy_platform,IGNORE,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=27; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,MEDIUM
notification_class_groups,Legacy records for notification class groups; business semantics beyond schema/source references are UNVERIFIED.,600830,id,[],[],notification_id->notifications.id [INFERRED] | class_group_id->class_groups.id [INFERRED],src/app/Models/NotificationClassGroup.php:8,UNVERIFIED: no canonical controller reference found,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,none identified by field-name heuristic,none,None evidenced by name/schema alone.,communications.notification_audiences,communications,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=600830; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,MEDIUM
notifications,Per-user notification deliveries; dominant-volume operational data.,420493,id,[],[],user_id->users.id [INFERRED] | group_id->class_groups.id [INFERRED],src/app/Models/Notification.php:10 | src/app/Models/User.php:10,src/app/Http/Controllers/Admin/VoyagerAjaxController.php:9 | src/app/Http/Controllers/Admin/VoyagerCandidateDocumentController.php:9 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:10 | src/app/Http/Controllers/Admin/VoyagerExamController.php:7 | src/app/Http/Controllers/Admin/VoyagerExamResultController.php:9 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:16 | src/app/Http/Controllers/Admin/VoyagerPaymentRequestController.php:8 | src/app/Http/Controllers/Admin/VoyagerSubAgentPaymentRequestController.php:9 | src/app/Http/Controllers/Auth/ForgotPasswordController.php:16,src/app/Helpers/CommonClass.php:18,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,none identified by field-name heuristic,is_seen,None evidenced by name/schema alone.,communications.notifications,communications,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=420493; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,MEDIUM
pages,Legacy records for pages; business semantics beyond schema/source references are UNVERIFIED.,1,id,"[{""kind"":""UNIQUE"",""name"":""pages_slug_unique"",""columns"":[""slug""]}]",[],UNVERIFIED: no safe relationship inferred,UNVERIFIED: no canonical model maps to this table by explicit $table or Laravel naming convention,src/app/Http/Controllers/Admin/AuthenticationController.php:81 | src/app/Http/Controllers/Admin/VoyagerAgencyController.php:25 | src/app/Http/Controllers/Admin/VoyagerArcController.php:25 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:34 | src/app/Http/Controllers/Admin/VoyagerCompanyController.php:25 | src/app/Http/Controllers/Admin/VoyagerDatabaseController.php:48 | src/app/Http/Controllers/Admin/VoyagerFlightScheduleController.php:25 | src/app/Http/Controllers/Admin/VoyagerLabourContractController.php:25 | src/app/Http/Controllers/Admin/VoyagerManpowerController.php:25 | src/app/Http/Controllers/Admin/VoyagerMedicalMinistryController.php:25 | src/app/Http/Controllers/Admin/VoyagerPoliceClearanceController.php:25 | src/app/Http/Controllers/Admin/VoyagerReportController.php:25 | src/app/Http/Controllers/Admin/VoyagerSubAgentController.php:30 | src/app/Http/Controllers/Admin/VoyagerVisaImmigrationController.php:25,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,none identified by field-name heuristic,status,None evidenced by name/schema alone.,legacy_platform.pages,legacy_platform,IGNORE,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=1; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,MEDIUM
password_resets,Legacy records for password resets; business semantics beyond schema/source references are UNVERIFIED.,0,UNVERIFIED: no PK declared in dump,"[{""kind"":""INDEX"",""name"":""password_resets_email_index"",""columns"":[""email""]}]",[],UNVERIFIED: no safe relationship inferred,UNVERIFIED: no canonical model maps to this table by explicit $table or Laravel naming convention,UNVERIFIED: no canonical controller reference found,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,"email,token",none,None evidenced by name/schema alone.,legacy_platform.password_resets,legacy_platform,IGNORE,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=0; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
payment_requests,Legacy records for payment requests; business semantics beyond schema/source references are UNVERIFIED.,702,id,[],[],agent_id->agents.id [INFERRED] | group_id->class_groups.id [INFERRED] | candidate_id->candidates.id [INFERRED] | payment_id->payments.id [INFERRED],src/app/Models/PaymentRequest.php:8,src/app/Http/Controllers/Admin/VoyagerAjaxController.php:11 | src/app/Http/Controllers/Admin/VoyagerCandidateDocumentController.php:8 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:18 | src/app/Http/Controllers/Admin/VoyagerPaymentRequestController.php:7 | src/app/Http/Controllers/Admin/VoyagerSubAgentPaymentRequestController.php:8,src/app/Helpers/CommonClass.php:19,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,"amount,remarks",status,None evidenced by name/schema alone.,finance.payment_requests,finance,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=702; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
payment_requests_backup_01072026,Legacy records for payment requests backup 01072026; business semantics beyond schema/source references are UNVERIFIED.,584,UNVERIFIED: no PK declared in dump,[],[],agent_id->agents.id [INFERRED] | group_id->class_groups.id [INFERRED] | candidate_id->candidates.id [INFERRED] | payment_id->payments.id [INFERRED],UNVERIFIED: no canonical model maps to this table by explicit $table or Laravel naming convention,UNVERIFIED: no canonical controller reference found,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,"amount,remarks",status,"Backup/temp naming is direct legacy-copy evidence; archive, do not union automatically.",archive.payment_requests_backup_01072026,archive,ARCHIVE,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=584; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
payments,Mutable legacy financial transaction/agent-balance records.,1542,id,[],[],agent_id->agents.id [INFERRED] | sub_agent_id->sub_agents.id [INFERRED] | candidate_id->candidates.id [INFERRED] | teacher_id->teachers.id [INFERRED] | employee_id->employees.id [INFERRED] | employer_id->employers.id [INFERRED] | user_id->users.id [INFERRED] | currency_id->currencies.id [INFERRED] | request_id->payment_requests.id [INFERRED],src/app/Models/Agent.php:12 | src/app/Models/Employee.php:13 | src/app/Models/Employer.php:13 | src/app/Models/Payment.php:11 | src/app/Models/SubAgent.php:12 | src/app/Models/Teacher.php:13,src/app/Http/Controllers/Admin/VoyagerAjaxController.php:10 | src/app/Http/Controllers/Admin/VoyagerDatabaseController.php:79 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:17 | src/app/Http/Controllers/Admin/VoyagerPaymentController.php:8 | src/app/Http/Controllers/Admin/VoyagerPaymentRequestController.php:91 | src/app/Http/Controllers/Admin/VoyagerReportController.php:7 | src/app/Http/Controllers/Admin/VoyagerSubAgentPaymentRequestController.php:93,UNVERIFIED: no canonical service/helper reference found,agent-ledger: src/app/Http/Controllers/Admin/VoyagerReportController.php::agentLedger; src/resources/views/vendor/voyager/reports/print/agent-ledger.blade.php | flight-schedule: src/app/Http/Controllers/Admin/VoyagerReportController.php::flightSchedule; src/resources/views/vendor/voyager/reports/print/flight-schedule.blade.php,"amount,bank_name,cheque_file_path,remarks,account_name,dev_remarks",status,None evidenced by name/schema alone.,finance.ledger_entries,finance,SPLIT,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=1542; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
payments_backup_01072026,Legacy records for payments backup 01072026; business semantics beyond schema/source references are UNVERIFIED.,1275,UNVERIFIED: no PK declared in dump,[],[],agent_id->agents.id [INFERRED] | sub_agent_id->sub_agents.id [INFERRED] | candidate_id->candidates.id [INFERRED] | teacher_id->teachers.id [INFERRED] | employee_id->employees.id [INFERRED] | employer_id->employers.id [INFERRED] | user_id->users.id [INFERRED] | currency_id->currencies.id [INFERRED] | request_id->payment_requests.id [INFERRED],UNVERIFIED: no canonical model maps to this table by explicit $table or Laravel naming convention,UNVERIFIED: no canonical controller reference found,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,"amount,bank_name,cheque_file_path,remarks,account_name",status,"Backup/temp naming is direct legacy-copy evidence; archive, do not union automatically.",archive.payments_backup_01072026,archive,ARCHIVE,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=1275; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
payments_backup_18062026,Legacy records for payments backup 18062026; business semantics beyond schema/source references are UNVERIFIED.,1227,id,[],[],agent_id->agents.id [INFERRED] | sub_agent_id->sub_agents.id [INFERRED] | candidate_id->candidates.id [INFERRED] | teacher_id->teachers.id [INFERRED] | employee_id->employees.id [INFERRED] | employer_id->employers.id [INFERRED] | user_id->users.id [INFERRED] | currency_id->currencies.id [INFERRED] | request_id->payment_requests.id [INFERRED],UNVERIFIED: no canonical model maps to this table by explicit $table or Laravel naming convention,UNVERIFIED: no canonical controller reference found,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,"amount,bank_name,cheque_file_path,remarks,account_name",status,"Backup/temp naming is direct legacy-copy evidence; archive, do not union automatically.",archive.payments_backup_18062026,archive,ARCHIVE,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=1227; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
payments_backup_20260625_0214pm,Legacy records for payments backup 20260625 0214pm; business semantics beyond schema/source references are UNVERIFIED.,1233,UNVERIFIED: no PK declared in dump,[],[],agent_id->agents.id [INFERRED] | sub_agent_id->sub_agents.id [INFERRED] | candidate_id->candidates.id [INFERRED] | teacher_id->teachers.id [INFERRED] | employee_id->employees.id [INFERRED] | employer_id->employers.id [INFERRED] | user_id->users.id [INFERRED] | currency_id->currencies.id [INFERRED],UNVERIFIED: no canonical model maps to this table by explicit $table or Laravel naming convention,UNVERIFIED: no canonical controller reference found,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,"amount,bank_name,cheque_file_path,remarks,account_name",status,"Backup/temp naming is direct legacy-copy evidence; archive, do not union automatically.",archive.payments_backup_20260625_0214pm,archive,ARCHIVE,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=1233; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
payments_backup_210620261147am,Legacy records for payments backup 210620261147am; business semantics beyond schema/source references are UNVERIFIED.,58,UNVERIFIED: no PK declared in dump,[],[],agent_id->agents.id [INFERRED] | sub_agent_id->sub_agents.id [INFERRED] | candidate_id->candidates.id [INFERRED] | teacher_id->teachers.id [INFERRED] | employee_id->employees.id [INFERRED] | employer_id->employers.id [INFERRED] | user_id->users.id [INFERRED] | currency_id->currencies.id [INFERRED],UNVERIFIED: no canonical model maps to this table by explicit $table or Laravel naming convention,UNVERIFIED: no canonical controller reference found,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,"amount,bank_name,cheque_file_path,remarks,account_name",status,"Backup/temp naming is direct legacy-copy evidence; archive, do not union automatically.",archive.payments_backup_210620261147am,archive,ARCHIVE,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=58; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
payments_bk,Legacy records for payments bk; business semantics beyond schema/source references are UNVERIFIED.,1208,UNVERIFIED: no PK declared in dump,[],[],agent_id->agents.id [INFERRED] | sub_agent_id->sub_agents.id [INFERRED] | candidate_id->candidates.id [INFERRED] | teacher_id->teachers.id [INFERRED] | employee_id->employees.id [INFERRED] | employer_id->employers.id [INFERRED] | user_id->users.id [INFERRED] | currency_id->currencies.id [INFERRED],UNVERIFIED: no canonical model maps to this table by explicit $table or Laravel naming convention,UNVERIFIED: no canonical controller reference found,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,"amount,bank_name,cheque_file_path,remarks,account_name",status,"Backup/temp naming is direct legacy-copy evidence; archive, do not union automatically.",archive.payments_bk,archive,ARCHIVE,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=1208; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
permission_role,Legacy records for permission role; business semantics beyond schema/source references are UNVERIFIED.,714,"permission_id,role_id","[{""kind"":""INDEX"",""name"":""permission_role_permission_id_index"",""columns"":[""permission_id""]},{""kind"":""INDEX"",""name"":""permission_role_role_id_index"",""columns"":[""role_id""]}]","[{""name"":""permission_role_permission_id_foreign"",""columns"":[""permission_id""],""ref_table"":""permissions"",""ref_columns"":[""id""],""actions"":""ON DELETE CASCADE""},{""name"":""permission_role_role_id_foreign"",""columns"":[""role_id""],""ref_table"":""roles"",""ref_columns"":[""id""],""actions"":""ON DELETE CASCADE""}]",permission_id->permissions.id [CONFIRMED] | role_id->roles.id [CONFIRMED],UNVERIFIED: no canonical model maps to this table by explicit $table or Laravel naming convention,UNVERIFIED: no canonical controller reference found,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,none identified by field-name heuristic,none,None evidenced by name/schema alone.,iam.role_permissions,iam,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=714; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,MEDIUM
permissions,Legacy records for permissions; business semantics beyond schema/source references are UNVERIFIED.,246,id,"[{""kind"":""INDEX"",""name"":""permissions_key_index"",""columns"":[""key""]}]",[],UNVERIFIED: no safe relationship inferred,src/app/Models/Role.php:27,src/app/Http/Controllers/Admin/VoyagerAgencierController.php:29 | src/app/Http/Controllers/Admin/VoyagerAgencyController.php:31 | src/app/Http/Controllers/Admin/VoyagerAgentController.php:30 | src/app/Http/Controllers/Admin/VoyagerAnnouncementsController.php:30 | src/app/Http/Controllers/Admin/VoyagerArcController.php:31 | src/app/Http/Controllers/Admin/VoyagerCandidateDocumentController.php:27 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:40 | src/app/Http/Controllers/Admin/VoyagerCompanierController.php:29 | src/app/Http/Controllers/Admin/VoyagerCompanyController.php:31 | src/app/Http/Controllers/Admin/VoyagerEmployeeController.php:29 | src/app/Http/Controllers/Admin/VoyagerEmployerController.php:29 | src/app/Http/Controllers/Admin/VoyagerExamController.php:23 | src/app/Http/Controllers/Admin/VoyagerExamResultController.php:56 | src/app/Http/Controllers/Admin/VoyagerFlightScheduleController.php:31 | src/app/Http/Controllers/Admin/VoyagerInvoiceController.php:42 | src/app/Http/Controllers/Admin/VoyagerInvoiceMoneyReceiptController.php:68 | src/app/Http/Controllers/Admin/VoyagerLabourContractController.php:31 | src/app/Http/Controllers/Admin/VoyagerLicenseController.php:24 | src/app/Http/Controllers/Admin/VoyagerManpowerController.php:31 | src/app/Http/Controllers/Admin/VoyagerMedicalMinistryController.php:31 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:215 | src/app/Http/Controllers/Admin/VoyagerNotificationsController.php:32 | src/app/Http/Controllers/Admin/VoyagerPaymentRequestController.php:26 | src/app/Http/Controllers/Admin/VoyagerPoliceClearanceController.php:31 | src/app/Http/Controllers/Admin/VoyagerProfileController.php:63 | src/app/Http/Controllers/Admin/VoyagerReportController.php:31 | src/app/Http/Controllers/Admin/VoyagerSubAgentController.php:36 | src/app/Http/Controllers/Admin/VoyagerSubAgentPaymentRequestController.php:28 | src/app/Http/Controllers/Admin/VoyagerTeacherController.php:29 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:28 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceMoneyReceiptController.php:68 | src/app/Http/Controllers/Admin/VoyagerVisaImmigrationController.php:31,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,table_name,none,None evidenced by name/schema alone.,iam.permissions,iam,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=246; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
police_clearances,Legacy records for police clearances; business semantics beyond schema/source references are UNVERIFIED.,606,id,[],[],candidate_id->candidates.id [INFERRED] | thana_id->thanas.id [INFERRED] | country_id->countries.id [INFERRED],src/app/Models/PoliceClearance.php:8,src/app/Http/Controllers/Admin/VoyagerReportController.php:752,src/app/Helpers/CommonClass.php:20,police-clearance-report: src/app/Http/Controllers/Admin/VoyagerReportController.php::policeClearanceReport; src/resources/views/vendor/voyager/reports/print/police-clearance-report.blade.php,photo_file_path,status,None evidenced by name/schema alone.,workflow.police_clearances,workflow,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=606; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
positions,Legacy records for positions; business semantics beyond schema/source references are UNVERIFIED.,136,id,[],[],UNVERIFIED: no safe relationship inferred,src/app/Models/Candidate.php:36 | src/app/Models/LicensePosition.php:10 | src/app/Models/Position.php:8,UNVERIFIED: no canonical controller reference found,src/app/Helpers/CodeMinify.php:110 | src/app/Helpers/CommonClass.php:259,selected-candidate-report: src/app/Http/Controllers/Admin/VoyagerReportController.php::selectedCandidateReport; src/resources/views/vendor/voyager/reports/print/selected-candidate-report.blade.php | employee-report: src/app/Http/Controllers/Admin/VoyagerReportController.php::employerReport; src/resources/views/vendor/voyager/reports/print/employer-report.blade.php | candidate-resume-report: src/app/Http/Controllers/Admin/VoyagerReportController.php::candidateResumeReport; src/resources/views/vendor/voyager/reports/print/candidate-resume-report.blade.php | candidate-list-report: src/app/Http/Controllers/Admin/VoyagerReportController.php::candidateListReport; src/resources/views/vendor/voyager/reports/print/candidate-list-report.blade.php,none identified by field-name heuristic,status,None evidenced by name/schema alone.,operations.positions,operations,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=136; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,MEDIUM
