legacy_permission_id,legacy_key,table_name,proposed_stable_key,route_controller_actions,row_scope,document_access,report_access,evidence
31,browse_posts,posts,platform.posts.browse,src/app/Http/Controllers/PageController.php:20 | src/app/Http/Controllers/Admin/AuthenticationController.php:21 | src/app/Http/Controllers/Admin/VoyagerAgencyController.php:25 | src/app/Http/Controllers/Admin/VoyagerAjaxController.php:67 | src/app/Http/Controllers/Admin/VoyagerArcController.php:25 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:34 | src/app/Http/Controllers/Admin/VoyagerCompanyController.php:25 | src/app/Http/Controllers/Admin/VoyagerDatabaseController.php:54 | src/app/Http/Controllers/Admin/VoyagerFlightScheduleController.php:25 | src/app/Http/Controllers/Admin/VoyagerInvoiceController.php:16 | src/app/Http/Controllers/Admin/VoyagerLabourContractController.php:25 | src/app/Http/Controllers/Admin/VoyagerLicenseController.php:15 | src/app/Http/Controllers/Admin/VoyagerManpowerController.php:25 | src/app/Http/Controllers/Admin/VoyagerMedicalMinistryController.php:25 | src/app/Http/Controllers/Admin/VoyagerPoliceClearanceController.php:25 | src/app/Http/Controllers/Admin/VoyagerReportController.php:25 | src/app/Http/Controllers/Admin/VoyagerSubAgentController.php:30 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:21 | src/app/Http/Controllers/Admin/VoyagerVisaImmigrationController.php:25 | src/routes/admin.php:18 | src/routes/web.php:43,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
32,read_posts,posts,platform.posts.read,src/app/Http/Controllers/PageController.php:20 | src/app/Http/Controllers/Admin/AuthenticationController.php:21 | src/app/Http/Controllers/Admin/VoyagerAgencyController.php:25 | src/app/Http/Controllers/Admin/VoyagerAjaxController.php:67 | src/app/Http/Controllers/Admin/VoyagerArcController.php:25 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:34 | src/app/Http/Controllers/Admin/VoyagerCompanyController.php:25 | src/app/Http/Controllers/Admin/VoyagerDatabaseController.php:54 | src/app/Http/Controllers/Admin/VoyagerFlightScheduleController.php:25 | src/app/Http/Controllers/Admin/VoyagerInvoiceController.php:16 | src/app/Http/Controllers/Admin/VoyagerLabourContractController.php:25 | src/app/Http/Controllers/Admin/VoyagerLicenseController.php:15 | src/app/Http/Controllers/Admin/VoyagerManpowerController.php:25 | src/app/Http/Controllers/Admin/VoyagerMedicalMinistryController.php:25 | src/app/Http/Controllers/Admin/VoyagerPoliceClearanceController.php:25 | src/app/Http/Controllers/Admin/VoyagerReportController.php:25 | src/app/Http/Controllers/Admin/VoyagerSubAgentController.php:30 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:21 | src/app/Http/Controllers/Admin/VoyagerVisaImmigrationController.php:25 | src/routes/admin.php:18 | src/routes/web.php:43,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
33,edit_posts,posts,platform.posts.edit,src/app/Http/Controllers/PageController.php:20 | src/app/Http/Controllers/Admin/AuthenticationController.php:21 | src/app/Http/Controllers/Admin/VoyagerAgencyController.php:25 | src/app/Http/Controllers/Admin/VoyagerAjaxController.php:67 | src/app/Http/Controllers/Admin/VoyagerArcController.php:25 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:34 | src/app/Http/Controllers/Admin/VoyagerCompanyController.php:25 | src/app/Http/Controllers/Admin/VoyagerDatabaseController.php:54 | src/app/Http/Controllers/Admin/VoyagerFlightScheduleController.php:25 | src/app/Http/Controllers/Admin/VoyagerInvoiceController.php:16 | src/app/Http/Controllers/Admin/VoyagerLabourContractController.php:25 | src/app/Http/Controllers/Admin/VoyagerLicenseController.php:15 | src/app/Http/Controllers/Admin/VoyagerManpowerController.php:25 | src/app/Http/Controllers/Admin/VoyagerMedicalMinistryController.php:25 | src/app/Http/Controllers/Admin/VoyagerPoliceClearanceController.php:25 | src/app/Http/Controllers/Admin/VoyagerReportController.php:25 | src/app/Http/Controllers/Admin/VoyagerSubAgentController.php:30 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:21 | src/app/Http/Controllers/Admin/VoyagerVisaImmigrationController.php:25 | src/routes/admin.php:18 | src/routes/web.php:43,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
34,add_posts,posts,platform.posts.add,src/app/Http/Controllers/PageController.php:20 | src/app/Http/Controllers/Admin/AuthenticationController.php:21 | src/app/Http/Controllers/Admin/VoyagerAgencyController.php:25 | src/app/Http/Controllers/Admin/VoyagerAjaxController.php:67 | src/app/Http/Controllers/Admin/VoyagerArcController.php:25 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:34 | src/app/Http/Controllers/Admin/VoyagerCompanyController.php:25 | src/app/Http/Controllers/Admin/VoyagerDatabaseController.php:54 | src/app/Http/Controllers/Admin/VoyagerFlightScheduleController.php:25 | src/app/Http/Controllers/Admin/VoyagerInvoiceController.php:16 | src/app/Http/Controllers/Admin/VoyagerLabourContractController.php:25 | src/app/Http/Controllers/Admin/VoyagerLicenseController.php:15 | src/app/Http/Controllers/Admin/VoyagerManpowerController.php:25 | src/app/Http/Controllers/Admin/VoyagerMedicalMinistryController.php:25 | src/app/Http/Controllers/Admin/VoyagerPoliceClearanceController.php:25 | src/app/Http/Controllers/Admin/VoyagerReportController.php:25 | src/app/Http/Controllers/Admin/VoyagerSubAgentController.php:30 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:21 | src/app/Http/Controllers/Admin/VoyagerVisaImmigrationController.php:25 | src/routes/admin.php:18 | src/routes/web.php:43,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
35,delete_posts,posts,platform.posts.delete,src/app/Http/Controllers/PageController.php:20 | src/app/Http/Controllers/Admin/AuthenticationController.php:21 | src/app/Http/Controllers/Admin/VoyagerAgencyController.php:25 | src/app/Http/Controllers/Admin/VoyagerAjaxController.php:67 | src/app/Http/Controllers/Admin/VoyagerArcController.php:25 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:34 | src/app/Http/Controllers/Admin/VoyagerCompanyController.php:25 | src/app/Http/Controllers/Admin/VoyagerDatabaseController.php:54 | src/app/Http/Controllers/Admin/VoyagerFlightScheduleController.php:25 | src/app/Http/Controllers/Admin/VoyagerInvoiceController.php:16 | src/app/Http/Controllers/Admin/VoyagerLabourContractController.php:25 | src/app/Http/Controllers/Admin/VoyagerLicenseController.php:15 | src/app/Http/Controllers/Admin/VoyagerManpowerController.php:25 | src/app/Http/Controllers/Admin/VoyagerMedicalMinistryController.php:25 | src/app/Http/Controllers/Admin/VoyagerPoliceClearanceController.php:25 | src/app/Http/Controllers/Admin/VoyagerReportController.php:25 | src/app/Http/Controllers/Admin/VoyagerSubAgentController.php:30 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:21 | src/app/Http/Controllers/Admin/VoyagerVisaImmigrationController.php:25 | src/routes/admin.php:18 | src/routes/web.php:43,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
36,browse_pages,pages,platform.pages.browse,src/app/Http/Controllers/Admin/AuthenticationController.php:81 | src/app/Http/Controllers/Admin/VoyagerAgencyController.php:25 | src/app/Http/Controllers/Admin/VoyagerArcController.php:25 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:34 | src/app/Http/Controllers/Admin/VoyagerCompanyController.php:25 | src/app/Http/Controllers/Admin/VoyagerDatabaseController.php:48 | src/app/Http/Controllers/Admin/VoyagerFlightScheduleController.php:25 | src/app/Http/Controllers/Admin/VoyagerLabourContractController.php:25 | src/app/Http/Controllers/Admin/VoyagerManpowerController.php:25 | src/app/Http/Controllers/Admin/VoyagerMedicalMinistryController.php:25 | src/app/Http/Controllers/Admin/VoyagerPoliceClearanceController.php:25 | src/app/Http/Controllers/Admin/VoyagerReportController.php:25 | src/app/Http/Controllers/Admin/VoyagerSubAgentController.php:30 | src/app/Http/Controllers/Admin/VoyagerVisaImmigrationController.php:25,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
37,read_pages,pages,platform.pages.read,src/app/Http/Controllers/Admin/AuthenticationController.php:81 | src/app/Http/Controllers/Admin/VoyagerAgencyController.php:25 | src/app/Http/Controllers/Admin/VoyagerArcController.php:25 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:34 | src/app/Http/Controllers/Admin/VoyagerCompanyController.php:25 | src/app/Http/Controllers/Admin/VoyagerDatabaseController.php:48 | src/app/Http/Controllers/Admin/VoyagerFlightScheduleController.php:25 | src/app/Http/Controllers/Admin/VoyagerLabourContractController.php:25 | src/app/Http/Controllers/Admin/VoyagerManpowerController.php:25 | src/app/Http/Controllers/Admin/VoyagerMedicalMinistryController.php:25 | src/app/Http/Controllers/Admin/VoyagerPoliceClearanceController.php:25 | src/app/Http/Controllers/Admin/VoyagerReportController.php:25 | src/app/Http/Controllers/Admin/VoyagerSubAgentController.php:30 | src/app/Http/Controllers/Admin/VoyagerVisaImmigrationController.php:25,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
38,edit_pages,pages,platform.pages.edit,src/app/Http/Controllers/Admin/AuthenticationController.php:81 | src/app/Http/Controllers/Admin/VoyagerAgencyController.php:25 | src/app/Http/Controllers/Admin/VoyagerArcController.php:25 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:34 | src/app/Http/Controllers/Admin/VoyagerCompanyController.php:25 | src/app/Http/Controllers/Admin/VoyagerDatabaseController.php:48 | src/app/Http/Controllers/Admin/VoyagerFlightScheduleController.php:25 | src/app/Http/Controllers/Admin/VoyagerLabourContractController.php:25 | src/app/Http/Controllers/Admin/VoyagerManpowerController.php:25 | src/app/Http/Controllers/Admin/VoyagerMedicalMinistryController.php:25 | src/app/Http/Controllers/Admin/VoyagerPoliceClearanceController.php:25 | src/app/Http/Controllers/Admin/VoyagerReportController.php:25 | src/app/Http/Controllers/Admin/VoyagerSubAgentController.php:30 | src/app/Http/Controllers/Admin/VoyagerVisaImmigrationController.php:25,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
39,add_pages,pages,platform.pages.add,src/app/Http/Controllers/Admin/AuthenticationController.php:81 | src/app/Http/Controllers/Admin/VoyagerAgencyController.php:25 | src/app/Http/Controllers/Admin/VoyagerArcController.php:25 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:34 | src/app/Http/Controllers/Admin/VoyagerCompanyController.php:25 | src/app/Http/Controllers/Admin/VoyagerDatabaseController.php:48 | src/app/Http/Controllers/Admin/VoyagerFlightScheduleController.php:25 | src/app/Http/Controllers/Admin/VoyagerLabourContractController.php:25 | src/app/Http/Controllers/Admin/VoyagerManpowerController.php:25 | src/app/Http/Controllers/Admin/VoyagerMedicalMinistryController.php:25 | src/app/Http/Controllers/Admin/VoyagerPoliceClearanceController.php:25 | src/app/Http/Controllers/Admin/VoyagerReportController.php:25 | src/app/Http/Controllers/Admin/VoyagerSubAgentController.php:30 | src/app/Http/Controllers/Admin/VoyagerVisaImmigrationController.php:25,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
40,delete_pages,pages,platform.pages.delete,src/app/Http/Controllers/Admin/AuthenticationController.php:81 | src/app/Http/Controllers/Admin/VoyagerAgencyController.php:25 | src/app/Http/Controllers/Admin/VoyagerArcController.php:25 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:34 | src/app/Http/Controllers/Admin/VoyagerCompanyController.php:25 | src/app/Http/Controllers/Admin/VoyagerDatabaseController.php:48 | src/app/Http/Controllers/Admin/VoyagerFlightScheduleController.php:25 | src/app/Http/Controllers/Admin/VoyagerLabourContractController.php:25 | src/app/Http/Controllers/Admin/VoyagerManpowerController.php:25 | src/app/Http/Controllers/Admin/VoyagerMedicalMinistryController.php:25 | src/app/Http/Controllers/Admin/VoyagerPoliceClearanceController.php:25 | src/app/Http/Controllers/Admin/VoyagerReportController.php:25 | src/app/Http/Controllers/Admin/VoyagerSubAgentController.php:30 | src/app/Http/Controllers/Admin/VoyagerVisaImmigrationController.php:25,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
76,browse_agents,agents,operations.agents.browse,src/app/Http/Controllers/AgentController.php:13 | src/app/Http/Controllers/Admin/VoyagerAgentController.php:7 | src/app/Http/Controllers/Admin/VoyagerAjaxController.php:6 | src/app/Http/Controllers/Admin/VoyagerAnnouncementsController.php:6 | src/app/Http/Controllers/Admin/VoyagerCandidateDocumentController.php:91 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:7 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:6 | src/app/Http/Controllers/Admin/VoyagerNotificationsController.php:6 | src/app/Http/Controllers/Admin/VoyagerPaymentController.php:6 | src/app/Http/Controllers/Admin/VoyagerPaymentRequestController.php:95 | src/app/Http/Controllers/Admin/VoyagerProfileController.php:31 | src/app/Http/Controllers/Admin/VoyagerReportController.php:5 | src/app/Http/Controllers/Admin/VoyagerSubAgentController.php:7 | src/app/Http/Controllers/Admin/VoyagerSubAgentPaymentRequestController.php:97 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:6 | src/app/Http/Controllers/Admin/VoyagerUserController.php:53 | src/routes/admin.php:18,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
77,read_agents,agents,operations.agents.read,src/app/Http/Controllers/AgentController.php:13 | src/app/Http/Controllers/Admin/VoyagerAgentController.php:7 | src/app/Http/Controllers/Admin/VoyagerAjaxController.php:6 | src/app/Http/Controllers/Admin/VoyagerAnnouncementsController.php:6 | src/app/Http/Controllers/Admin/VoyagerCandidateDocumentController.php:91 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:7 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:6 | src/app/Http/Controllers/Admin/VoyagerNotificationsController.php:6 | src/app/Http/Controllers/Admin/VoyagerPaymentController.php:6 | src/app/Http/Controllers/Admin/VoyagerPaymentRequestController.php:95 | src/app/Http/Controllers/Admin/VoyagerProfileController.php:31 | src/app/Http/Controllers/Admin/VoyagerReportController.php:5 | src/app/Http/Controllers/Admin/VoyagerSubAgentController.php:7 | src/app/Http/Controllers/Admin/VoyagerSubAgentPaymentRequestController.php:97 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:6 | src/app/Http/Controllers/Admin/VoyagerUserController.php:53 | src/routes/admin.php:18,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
78,edit_agents,agents,operations.agents.edit,src/app/Http/Controllers/AgentController.php:13 | src/app/Http/Controllers/Admin/VoyagerAgentController.php:7 | src/app/Http/Controllers/Admin/VoyagerAjaxController.php:6 | src/app/Http/Controllers/Admin/VoyagerAnnouncementsController.php:6 | src/app/Http/Controllers/Admin/VoyagerCandidateDocumentController.php:91 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:7 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:6 | src/app/Http/Controllers/Admin/VoyagerNotificationsController.php:6 | src/app/Http/Controllers/Admin/VoyagerPaymentController.php:6 | src/app/Http/Controllers/Admin/VoyagerPaymentRequestController.php:95 | src/app/Http/Controllers/Admin/VoyagerProfileController.php:31 | src/app/Http/Controllers/Admin/VoyagerReportController.php:5 | src/app/Http/Controllers/Admin/VoyagerSubAgentController.php:7 | src/app/Http/Controllers/Admin/VoyagerSubAgentPaymentRequestController.php:97 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:6 | src/app/Http/Controllers/Admin/VoyagerUserController.php:53 | src/routes/admin.php:18,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
79,add_agents,agents,operations.agents.add,src/app/Http/Controllers/AgentController.php:13 | src/app/Http/Controllers/Admin/VoyagerAgentController.php:7 | src/app/Http/Controllers/Admin/VoyagerAjaxController.php:6 | src/app/Http/Controllers/Admin/VoyagerAnnouncementsController.php:6 | src/app/Http/Controllers/Admin/VoyagerCandidateDocumentController.php:91 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:7 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:6 | src/app/Http/Controllers/Admin/VoyagerNotificationsController.php:6 | src/app/Http/Controllers/Admin/VoyagerPaymentController.php:6 | src/app/Http/Controllers/Admin/VoyagerPaymentRequestController.php:95 | src/app/Http/Controllers/Admin/VoyagerProfileController.php:31 | src/app/Http/Controllers/Admin/VoyagerReportController.php:5 | src/app/Http/Controllers/Admin/VoyagerSubAgentController.php:7 | src/app/Http/Controllers/Admin/VoyagerSubAgentPaymentRequestController.php:97 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:6 | src/app/Http/Controllers/Admin/VoyagerUserController.php:53 | src/routes/admin.php:18,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
80,delete_agents,agents,operations.agents.delete,src/app/Http/Controllers/AgentController.php:13 | src/app/Http/Controllers/Admin/VoyagerAgentController.php:7 | src/app/Http/Controllers/Admin/VoyagerAjaxController.php:6 | src/app/Http/Controllers/Admin/VoyagerAnnouncementsController.php:6 | src/app/Http/Controllers/Admin/VoyagerCandidateDocumentController.php:91 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:7 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:6 | src/app/Http/Controllers/Admin/VoyagerNotificationsController.php:6 | src/app/Http/Controllers/Admin/VoyagerPaymentController.php:6 | src/app/Http/Controllers/Admin/VoyagerPaymentRequestController.php:95 | src/app/Http/Controllers/Admin/VoyagerProfileController.php:31 | src/app/Http/Controllers/Admin/VoyagerReportController.php:5 | src/app/Http/Controllers/Admin/VoyagerSubAgentController.php:7 | src/app/Http/Controllers/Admin/VoyagerSubAgentPaymentRequestController.php:97 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:6 | src/app/Http/Controllers/Admin/VoyagerUserController.php:53 | src/routes/admin.php:18,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
81,browse_teachers,teachers,operations.teachers.browse,src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:23 | src/app/Http/Controllers/Admin/VoyagerPaymentController.php:9 | src/app/Http/Controllers/Admin/VoyagerReportController.php:624 | src/app/Http/Controllers/Admin/VoyagerTeacherController.php:35 | src/app/Http/Controllers/Admin/VoyagerUserController.php:60 | src/routes/admin.php:25,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
82,read_teachers,teachers,operations.teachers.read,src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:23 | src/app/Http/Controllers/Admin/VoyagerPaymentController.php:9 | src/app/Http/Controllers/Admin/VoyagerReportController.php:624 | src/app/Http/Controllers/Admin/VoyagerTeacherController.php:35 | src/app/Http/Controllers/Admin/VoyagerUserController.php:60 | src/routes/admin.php:25,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
83,edit_teachers,teachers,operations.teachers.edit,src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:23 | src/app/Http/Controllers/Admin/VoyagerPaymentController.php:9 | src/app/Http/Controllers/Admin/VoyagerReportController.php:624 | src/app/Http/Controllers/Admin/VoyagerTeacherController.php:35 | src/app/Http/Controllers/Admin/VoyagerUserController.php:60 | src/routes/admin.php:25,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
84,add_teachers,teachers,operations.teachers.add,src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:23 | src/app/Http/Controllers/Admin/VoyagerPaymentController.php:9 | src/app/Http/Controllers/Admin/VoyagerReportController.php:624 | src/app/Http/Controllers/Admin/VoyagerTeacherController.php:35 | src/app/Http/Controllers/Admin/VoyagerUserController.php:60 | src/routes/admin.php:25,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
85,delete_teachers,teachers,operations.teachers.delete,src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:23 | src/app/Http/Controllers/Admin/VoyagerPaymentController.php:9 | src/app/Http/Controllers/Admin/VoyagerReportController.php:624 | src/app/Http/Controllers/Admin/VoyagerTeacherController.php:35 | src/app/Http/Controllers/Admin/VoyagerUserController.php:60 | src/routes/admin.php:25,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
86,browse_candidates,candidates,candidate.candidates.browse,src/app/Http/Controllers/ApiController.php:6 | src/app/Http/Controllers/PageController.php:7 | src/app/Http/Controllers/Admin/VoyagerAgentController.php:8 | src/app/Http/Controllers/Admin/VoyagerAjaxController.php:7 | src/app/Http/Controllers/Admin/VoyagerAnnouncementsController.php:7 | src/app/Http/Controllers/Admin/VoyagerCandidateDocumentController.php:6 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:8 | src/app/Http/Controllers/Admin/VoyagerExamController.php:6 | src/app/Http/Controllers/Admin/VoyagerExamResultController.php:6 | src/app/Http/Controllers/Admin/VoyagerInvoiceController.php:5 | src/app/Http/Controllers/Admin/VoyagerLicenseController.php:5 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:8 | src/app/Http/Controllers/Admin/VoyagerNotificationsController.php:7 | src/app/Http/Controllers/Admin/VoyagerPaymentController.php:7 | src/app/Http/Controllers/Admin/VoyagerPaymentRequestController.php:6 | src/app/Http/Controllers/Admin/VoyagerReportController.php:6 | src/app/Http/Controllers/Admin/VoyagerSubAgentController.php:9 | src/app/Http/Controllers/Admin/VoyagerSubAgentPaymentRequestController.php:6 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:7 | src/app/Http/Controllers/Admin/VoyagerUserController.php:56 | src/routes/admin.php:20 | src/routes/api.php:21 | src/routes/web.php:29,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
87,read_candidates,candidates,candidate.candidates.read,src/app/Http/Controllers/ApiController.php:6 | src/app/Http/Controllers/PageController.php:7 | src/app/Http/Controllers/Admin/VoyagerAgentController.php:8 | src/app/Http/Controllers/Admin/VoyagerAjaxController.php:7 | src/app/Http/Controllers/Admin/VoyagerAnnouncementsController.php:7 | src/app/Http/Controllers/Admin/VoyagerCandidateDocumentController.php:6 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:8 | src/app/Http/Controllers/Admin/VoyagerExamController.php:6 | src/app/Http/Controllers/Admin/VoyagerExamResultController.php:6 | src/app/Http/Controllers/Admin/VoyagerInvoiceController.php:5 | src/app/Http/Controllers/Admin/VoyagerLicenseController.php:5 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:8 | src/app/Http/Controllers/Admin/VoyagerNotificationsController.php:7 | src/app/Http/Controllers/Admin/VoyagerPaymentController.php:7 | src/app/Http/Controllers/Admin/VoyagerPaymentRequestController.php:6 | src/app/Http/Controllers/Admin/VoyagerReportController.php:6 | src/app/Http/Controllers/Admin/VoyagerSubAgentController.php:9 | src/app/Http/Controllers/Admin/VoyagerSubAgentPaymentRequestController.php:6 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:7 | src/app/Http/Controllers/Admin/VoyagerUserController.php:56 | src/routes/admin.php:20 | src/routes/api.php:21 | src/routes/web.php:29,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
